Time;Node;Value
13.0;"Degradable,  Landfilled, MSW P&amp;P";1.648280030865028
13.0;"Site 2, Stockage, Landfilled, MSW P&amp;P";1.3824760798808848
13.0;"CH4 produced, Landfilled, MSW P&amp;P";0.6912380399404424
13.0;"CH4 to energy, Landfilled, MSW P&amp;P";0.35944378076903005
13.0;"CH4 to atmosphere, Landfilled, MSW P&amp;P";0.3248818787720079
13.0;"CH4 flared, Landfilled, MSW P&amp;P";0.0069123803994044246
13.0;N2O emissions;0.00019770430644420396
13.0;"Bio-CH4, Unused P&amp;P";0.036814761832062226
13.0;Land application;0.44423145944021764
13.0;"CH4 oxydation, Landfilled, industrial P&amp;P";0.001633088743933701
13.0;"CH4 fugitive to atmosphere, Landfilled, industrial P&amp;P";0.01469779869540331
13.0;"CH4 oxydation, Landfilled, MSW P&amp;P";0.03248818787720079
13.0;"CH4 fugitive to atmosphere, Landfilled, MSW P&amp;P";0.29239369089480716
13.0;Biomethanisation, combustion;0.03604165183358892
13.0;Ash;0.02341418852519158
13.0;Solid bioenergy feedstock, gaz fraction;0.5619405246045979
13.0;"Quebec, Treatment/Disposal centre, P&amp;P";4.180003512939804
13.0;"P&amp;P, Recycled biomass";4.908634910941631
14.0;Cardboards produced;3.1350026347048527
14.0;"Unused P&amp;P biomass";1.045000878234951
14.0;Papers, storage;0.49809619759651547
14.0;Cardboards, storage;5.360138495132955
14.0;"Others P&amp;P, storage";0.49809619759651547
14.0;"Landfilled, MSW P&amp;P";2.8072356005257832
14.0;"Landfilled, industrial P&amp;P";0.12644510626642905
14.0;"Treatment/Disposal centre, P&amp;P";3.5595452985825524
14.0;"Bioenergy feedstock, P&amp;P";0.4984654189180716
14.0;CO2 emissions;2.038898317834216
14.0;CH4 emissions;0.3108502808494785
14.0;"Non-degradable, Landfilled, industrial P&amp;P";0.09483382969982179
14.0;"Degradable, Landfilled, industrial P&amp;P";0.03161127656660726
14.0;"Site 1, Stockage, Landfilled industrial P&amp;P";0.06368772592373256
14.0;"CH4 production, Landfilled, industrial P&amp;P";0.01592193148093314
14.0;"CH4 fugitif, Landfilled, industrial P&amp;P";0.01592193148093314
14.0;"Non degradable, Landfilled, MSW P&amp;P";1.4036178002628916
14.0;"Degradable,  Landfilled, MSW P&amp;P";1.4036178002628916
14.0;"Site 2, Stockage, Landfilled, MSW P&amp;P";1.3978937263305125
14.0;"CH4 produced, Landfilled, MSW P&amp;P";0.6989468631652562
14.0;"CH4 to energy, Landfilled, MSW P&amp;P";0.36345236884593324
14.0;"CH4 to atmosphere, Landfilled, MSW P&amp;P";0.3285050256876704
14.0;"CH4 flared, Landfilled, MSW P&amp;P";0.006989468631652562
14.0;N2O emissions;0.00017184782212788124
14.0;"Bio-CH4, Unused P&amp;P";0.031350026347048525
14.0;Land application;0.3782903179210523
14.0;"CH4 oxydation, Landfilled, industrial P&amp;P";0.001592193148093314
14.0;"CH4 fugitive to atmosphere, Landfilled, industrial P&amp;P";0.014329738332839827
14.0;"CH4 oxydation, Landfilled, MSW P&amp;P";0.032850502568767044
14.0;"CH4 fugitive to atmosphere, Landfilled, MSW P&amp;P";0.2956545231189034
14.0;Biomethanisation, combustion;0.03069167579376051
14.0;Ash;0.019938616756722864
14.0;Solid bioenergy feedstock, gaz fraction;0.47852680216134874
14.0;"Quebec, Treatment/Disposal centre, P&amp;P";3.5595452985825524
14.0;"P&amp;P, Recycled biomass";4.180003512939804
15.0;Cardboards produced;2.6696589739369143
15.0;"Unused P&amp;P biomass";0.8898863246456381
15.0;Papers, storage;0.3522071990037343
15.0;Cardboards, storage;4.708411290674926
15.0;"Others P&amp;P, storage";0.3522071990037343
15.0;"Landfilled, MSW P&amp;P";2.3905421662667097
15.0;"Landfilled, industrial P&amp;P";0.1076762452821222
15.0;"Treatment/Disposal centre, P&amp;P";3.0311823856621416
15.0;"Bioenergy feedstock, P&amp;P";0.42447577685596943
15.0;CO2 emissions;1.906008464249655
15.0;CH4 emissions;0.31037663441620256
15.0;"Non-degradable, Landfilled, industrial P&amp;P";0.08075718396159165
15.0;"Degradable, Landfilled, industrial P&amp;P";0.02691906132053055
15.0;"Site 1, Stockage, Landfilled industrial P&amp;P";0.06182716909710736
15.0;"CH4 production, Landfilled, industrial P&amp;P";0.01545679227427684
15.0;"CH4 fugitif, Landfilled, industrial P&amp;P";0.01545679227427684
15.0;"Non degradable, Landfilled, MSW P&amp;P";1.1952710831333548
15.0;"Degradable,  Landfilled, MSW P&amp;P";1.1952710831333548
15.0;"Site 2, Stockage, Landfilled, MSW P&amp;P";1.3982257445259292
15.0;"CH4 produced, Landfilled, MSW P&amp;P";0.6991128722629646
15.0;"CH4 to energy, Landfilled, MSW P&amp;P";0.3635386935767416
15.0;"CH4 to atmosphere, Landfilled, MSW P&amp;P";0.32858304996359333
15.0;"CH4 flared, Landfilled, MSW P&amp;P";0.006991128722629646
15.0;N2O emissions;0.00014962756117920981
15.0;"Bio-CH4, Unused P&amp;P";0.026696589739369142
15.0;Land application;0.32213884952172106
15.0;"CH4 oxydation, Landfilled, industrial P&amp;P";0.001545679227427684
15.0;"CH4 fugitive to atmosphere, Landfilled, industrial P&amp;P";0.013911113046849156
15.0;"CH4 oxydation, Landfilled, MSW P&amp;P";0.03285830499635933
15.0;"CH4 fugitive to atmosphere, Landfilled, MSW P&amp;P";0.295724744967234
15.0;Biomethanisation, combustion;0.02613596135484239
15.0;Ash;0.016979031074238777
15.0;Solid bioenergy feedstock, gaz fraction;0.4074967457817306
15.0;"Quebec, Treatment/Disposal centre, P&amp;P";3.0311823856621416
15.0;"P&amp;P, Recycled biomass";3.5595452985825524
